,AIRCRAFT,DESTINATION,STD_MIN,STA_MIN,ATD_MIN,Distance_km,0,1,2,3
269,E145,BLR,27684375.0,27684440.0,27684384.0,463.8928171403542,0.0,1.0,1.0,0.0
270,E145,BLR,27683200.0,27683265.0,27683119.0,463.8928171403542,0.0,1.0,1.0,0.0
271,E145,BLR,27681495.0,27681560.0,27681552.0,463.8928171403542,0.0,1.0,1.0,0.0
272,E145,BLR,27680055.0,27680120.0,27680072.0,463.8928171403542,0.0,1.0,1.0,0.0
273,E145,BLR,27678720.0,27678780.0,27678801.0,463.8928171403542,0.0,1.0,1.0,0.0
274,E145,BLR,27677440.0,27677505.0,27677542.0,463.8928171403542,0.0,1.0,1.0,0.0
275,E145,BLR,27675840.0,27675900.0,27675857.0,463.8928171403542,0.0,1.0,1.0,0.0
276,E145,BLR,27674295.0,27674360.0,27674397.0,463.8928171403542,0.0,1.0,1.0,0.0
277,E145,BLR,27673120.0,27673185.0,27673187.0,463.8928171403542,0.0,1.0,1.0,0.0
278,E145,BLR,27671415.0,27671480.0,27671413.0,463.8928171403542,0.0,1.0,1.0,0.0
279,E145,BLR,27669975.0,27670040.0,27670145.0,463.8928171403542,0.0,1.0,1.0,0.0
280,E145,BLR,27668640.0,27668700.0,27668861.0,463.8928171403542,0.0,1.0,1.0,0.0
281,E145,BLR,27665760.0,27665820.0,27665760.0,463.8928171403542,0.0,1.0,1.0,0.0
282,E145,BLR,27664215.0,27664280.0,27664226.0,463.8928171403542,0.0,1.0,1.0,0.0
283,E145,BLR,27663040.0,27663105.0,27663043.0,463.8928171403542,0.0,1.0,1.0,0.0
284,E145,BLR,27658560.0,27658620.0,27658560.0,463.8928171403542,0.0,1.0,1.0,0.0
285,E145,BLR,27657280.0,27657345.0,27657273.0,463.8928171403542,0.0,1.0,1.0,0.0
286,E145,BLR,27655680.0,27655740.0,27655677.0,463.8928171403542,0.0,1.0,1.0,0.0
287,E145,BLR,27652960.0,27653025.0,27653005.0,463.8928171403542,0.0,1.0,1.0,0.0
288,E145,BLR,27651255.0,27651320.0,27651260.0,463.8928171403542,0.0,1.0,1.0,0.0
289,E145,BLR,27649815.0,27649880.0,27649816.0,463.8928171403542,0.0,1.0,1.0,0.0
290,E145,BLR,27648480.0,27648540.0,27648480.0,463.8928171403542,0.0,1.0,1.0,0.0
291,E145,BLR,27647200.0,27647265.0,27647207.0,463.8928171403542,0.0,1.0,1.0,0.0
292,E145,BLR,27645600.0,27645660.0,27645595.0,463.8928171403542,0.0,1.0,1.0,0.0
293,E145,BLR,27644335.0,27645560.0,27644057.0,463.8928171403542,0.0,1.0,1.0,0.0
294,E145,BLR,27642880.0,27642945.0,27642867.0,463.8928171403542,0.0,1.0,1.0,0.0
295,E145,BLR,27641227.0,27641227.0,27641172.0,463.8928171403542,0.0,1.0,1.0,0.0
296,E145,BLR,27639785.0,27639785.0,27639735.0,463.8928171403542,0.0,1.0,1.0,0.0
297,E145,BLR,27638442.0,27638442.0,27638395.0,463.8928171403542,0.0,1.0,1.0,0.0
298,E145,BLR,27637120.0,27637185.0,27637155.0,463.8928171403542,0.0,1.0,1.0,0.0
299,E145,BLR,27635569.0,27635569.0,27635522.0,463.8928171403542,0.0,1.0,1.0,0.0
300,E145,BLR,27634043.0,27634043.0,27633989.0,463.8928171403542,0.0,1.0,1.0,0.0
301,E145,BLR,27632800.0,27632865.0,27632849.0,463.8928171403542,0.0,1.0,1.0,0.0
302,E145,BLR,27631157.0,27631157.0,27631095.0,463.8928171403542,0.0,1.0,1.0,0.0
303,E145,BLR,27629710.0,27629710.0,27629658.0,463.8928171403542,0.0,1.0,1.0,0.0
304,E145,BLR,27628382.0,27628382.0,27628322.0,463.8928171403542,0.0,1.0,1.0,0.0
305,E145,BLR,27627040.0,27627105.0,27627049.0,463.8928171403542,0.0,1.0,1.0,0.0
306,E145,BLR,27625615.0,27625695.0,27625499.0,463.8928171403542,0.0,1.0,1.0,0.0
307,E145,BLR,27623939.0,27623939.0,27623887.0,463.8928171403542,0.0,1.0,1.0,0.0
308,E145,BLR,27622720.0,27622785.0,27622831.0,463.8928171403542,0.0,1.0,1.0,0.0
309,E145,BLR,27621105.0,27621105.0,27621055.0,463.8928171403542,0.0,1.0,1.0,0.0
310,E145,BLR,27619628.0,27619628.0,27619578.0,463.8928171403542,0.0,1.0,1.0,0.0
311,E145,BLR,27618296.0,27618296.0,27618246.0,463.8928171403542,0.0,1.0,1.0,0.0
312,E145,BLR,27616960.0,27617025.0,27616952.0,463.8928171403542,0.0,1.0,1.0,0.0
313,E145,BLR,27615415.0,27615415.0,27615355.0,463.8928171403542,0.0,1.0,1.0,0.0
314,E145,BLR,27613862.0,27613862.0,27613813.0,463.8928171403542,0.0,1.0,1.0,0.0
315,E145,BLR,27612640.0,27612705.0,27612659.0,463.8928171403542,0.0,1.0,1.0,0.0
316,E145,BLR,27610984.0,27610984.0,27610934.0,463.8928171403542,0.0,1.0,1.0,0.0
317,E145,BLR,27609553.0,27609553.0,27609499.0,463.8928171403542,0.0,1.0,1.0,0.0
318,E145,BLR,27608238.0,27608238.0,27608180.0,463.8928171403542,0.0,1.0,1.0,0.0
319,E145,BLR,27606880.0,27606945.0,27606877.0,463.8928171403542,0.0,1.0,1.0,0.0
320,E145,BLR,27605219.0,27605219.0,27605161.0,463.8928171403542,0.0,1.0,1.0,0.0
321,E145,BLR,27603791.0,27603791.0,27603740.0,463.8928171403542,0.0,1.0,1.0,0.0
322,E145,BLR,27602560.0,27602625.0,27602556.0,463.8928171403542,0.0,1.0,1.0,0.0
323,E145,BLR,27600909.0,27600909.0,27600856.0,463.8928171403542,0.0,1.0,1.0,0.0
324,E145,BLR,27599478.0,27599478.0,27599429.0,463.8928171403542,0.0,1.0,1.0,0.0
325,E145,BLR,27598255.0,27598335.0,27598189.0,463.8928171403542,0.0,1.0,1.0,0.0
326,E145,BLR,27596800.0,27596865.0,27596839.0,463.8928171403542,0.0,1.0,1.0,0.0
327,E145,BLR,27593717.0,27593717.0,27593661.0,463.8928171403542,0.0,1.0,1.0,0.0
328,E145,BLR,27592480.0,27592545.0,27592480.0,463.8928171403542,0.0,1.0,1.0,0.0
329,E145,BLR,27590828.0,27590828.0,27590778.0,463.8928171403542,0.0,1.0,1.0,0.0
330,E145,BLR,27589388.0,27589388.0,27589336.0,463.8928171403542,0.0,1.0,1.0,0.0
331,E145,BLR,27588038.0,27588038.0,27587989.0,463.8928171403542,0.0,1.0,1.0,0.0
332,E145,BLR,27586720.0,27586785.0,27586716.0,463.8928171403542,0.0,1.0,1.0,0.0
333,E145,BLR,27584978.0,27584978.0,27584922.0,463.8928171403542,0.0,1.0,1.0,0.0
334,E145,BLR,27580975.0,27581055.0,27580996.0,463.8928171403542,0.0,1.0,1.0,0.0
335,E145,BLR,27579329.0,27579329.0,27579276.0,463.8928171403542,0.0,1.0,1.0,0.0
336,E145,BLR,27578095.0,27578175.0,27578089.0,463.8928171403542,0.0,1.0,1.0,0.0
337,E145,BLR,27576640.0,27576705.0,27576637.0,463.8928171403542,0.0,1.0,1.0,0.0
338,E145,BLR,27575215.0,27575295.0,27575226.0,463.8928171403542,0.0,1.0,1.0,0.0
339,E145,BLR,27573775.0,27573855.0,27573799.0,463.8928171403542,0.0,1.0,1.0,0.0
340,E145,BLR,27572320.0,27572385.0,27572323.0,463.8928171403542,0.0,1.0,1.0,0.0
341,E145,BLR,27570895.0,27570975.0,27570891.0,463.8928171403542,0.0,1.0,1.0,0.0
342,E145,BLR,27569235.0,27569235.0,27569184.0,463.8928171403542,0.0,1.0,1.0,0.0
343,E145,BLR,27566560.0,27566625.0,27566558.0,463.8928171403542,0.0,1.0,1.0,0.0
344,E145,BLR,27565135.0,27565215.0,27565130.0,463.8928171403542,0.0,1.0,1.0,0.0
345,E145,BLR,27562240.0,27562305.0,27562253.0,463.8928171403542,0.0,1.0,1.0,0.0
346,E145,BLR,27560815.0,27560895.0,27560953.0,463.8928171403542,0.0,1.0,1.0,0.0
347,E145,BLR,27559360.0,27559425.0,27559357.0,463.8928171403542,0.0,1.0,1.0,0.0
348,E145,BLR,27557935.0,27558015.0,27558000.0,463.8928171403542,0.0,1.0,1.0,0.0
349,E145,BLR,27556480.0,27556545.0,27556487.0,463.8928171403542,0.0,1.0,1.0,0.0
350,E145,BLR,27555055.0,27555135.0,27555078.0,463.8928171403542,0.0,1.0,1.0,0.0
351,E145,BLR,27553615.0,27553695.0,27553680.0,463.8928171403542,0.0,1.0,1.0,0.0
352,E145,BLR,27552160.0,27552225.0,27552165.0,463.8928171403542,0.0,1.0,1.0,0.0
353,E145,BLR,27550735.0,27550815.0,27550758.0,463.8928171403542,0.0,1.0,1.0,0.0
354,E145,BLR,27549280.0,27549345.0,27549274.0,463.8928171403542,0.0,1.0,1.0,0.0
355,E145,BLR,27547855.0,27547935.0,27547888.0,463.8928171403542,0.0,1.0,1.0,0.0
356,E145,BLR,27546400.0,27546465.0,27546421.0,463.8928171403542,0.0,1.0,1.0,0.0
357,E145,BLR,27544975.0,27545055.0,27545009.0,463.8928171403542,0.0,1.0,1.0,0.0
358,E145,BLR,27543535.0,27543615.0,27543557.0,463.8928171403542,0.0,1.0,1.0,0.0
359,E145,BLR,27542080.0,27542145.0,27542130.0,463.8928171403542,0.0,1.0,1.0,0.0
360,E145,BLR,27540655.0,27540735.0,27540657.0,463.8928171403542,0.0,1.0,1.0,0.0
361,E145,BLR,27539200.0,27539265.0,27539197.0,463.8928171403542,0.0,1.0,1.0,0.0
362,E145,BLR,27537775.0,27537855.0,27537780.0,463.8928171403542,0.0,1.0,1.0,0.0
363,E145,BLR,27536320.0,27536385.0,27536451.0,463.8928171403542,0.0,1.0,1.0,0.0
364,E145,BLR,27534895.0,27534975.0,27534949.0,463.8928171403542,0.0,1.0,1.0,0.0
365,E145,BLR,27533455.0,27533535.0,27533450.0,463.8928171403542,0.0,1.0,1.0,0.0
366,E145,BLR,27532000.0,27532065.0,27532005.0,463.8928171403542,0.0,1.0,1.0,0.0
367,E145,BLR,27530575.0,27530655.0,27530631.0,463.8928171403542,0.0,1.0,1.0,0.0
368,E145,BLR,27529120.0,27529185.0,27529242.0,463.8928171403542,0.0,1.0,1.0,0.0
369,E145,BLR,27526240.0,27526305.0,27526231.0,463.8928171403542,0.0,1.0,1.0,0.0
370,E145,BLR,27524815.0,27524895.0,27524825.0,463.8928171403542,0.0,1.0,1.0,0.0
371,E145,BLR,27523375.0,27523455.0,27523363.0,463.8928171403542,0.0,1.0,1.0,0.0
372,E145,BLR,27521920.0,27521985.0,27521954.0,463.8928171403542,0.0,1.0,1.0,0.0
373,E145,BLR,27520495.0,27520575.0,27520515.0,463.8928171403542,0.0,1.0,1.0,0.0
374,E145,BLR,27519040.0,27519105.0,27519059.0,463.8928171403542,0.0,1.0,1.0,0.0
375,E145,BLR,27517615.0,27517695.0,27517637.0,463.8928171403542,0.0,1.0,1.0,0.0
376,E145,BLR,27516160.0,27516225.0,27516187.0,463.8928171403542,0.0,1.0,1.0,0.0
377,E145,BLR,27514735.0,27514815.0,27514719.0,463.8928171403542,0.0,1.0,1.0,0.0
378,E145,BLR,27513295.0,27513375.0,27513341.0,463.8928171403542,0.0,1.0,1.0,0.0
379,E145,BLR,27511840.0,27511905.0,27511975.0,463.8928171403542,0.0,1.0,1.0,0.0
380,E145,BLR,27510415.0,27510495.0,27510468.0,463.8928171403542,0.0,1.0,1.0,0.0
381,E145,BLR,27508960.0,27509025.0,27508950.0,463.8928171403542,0.0,1.0,1.0,0.0
382,E145,BLR,27507535.0,27507615.0,27507535.0,463.8928171403542,0.0,1.0,1.0,0.0
383,E145,BLR,27506080.0,27506145.0,27506074.0,463.8928171403542,0.0,1.0,1.0,0.0
384,E145,BLR,27504655.0,27504735.0,27504653.0,463.8928171403542,0.0,1.0,1.0,0.0
385,E145,BLR,27503215.0,27503295.0,27503196.0,463.8928171403542,0.0,1.0,1.0,0.0
386,E145,BLR,27501760.0,27501825.0,27501748.0,463.8928171403542,0.0,1.0,1.0,0.0
387,E145,BLR,27500335.0,27500415.0,27500364.0,463.8928171403542,0.0,1.0,1.0,0.0
388,E145,BLR,27498880.0,27498945.0,27498898.0,463.8928171403542,0.0,1.0,1.0,0.0
389,E145,BLR,27497455.0,27497535.0,27497458.0,463.8928171403542,0.0,1.0,1.0,0.0
390,E145,BLR,27496000.0,27496065.0,27496002.0,463.8928171403542,0.0,1.0,1.0,0.0
391,E145,BLR,27494575.0,27494655.0,27494598.0,463.8928171403542,0.0,1.0,1.0,0.0
392,E145,BLR,27493135.0,27493215.0,27493132.0,463.8928171403542,0.0,1.0,1.0,0.0
393,E145,BLR,27491680.0,27491745.0,27491676.0,463.8928171403542,0.0,1.0,1.0,0.0
394,E145,BLR,27490255.0,27490335.0,27490245.0,463.8928171403542,0.0,1.0,1.0,0.0
395,E145,BLR,27488800.0,27488865.0,27488820.0,463.8928171403542,0.0,1.0,1.0,0.0
396,E145,BLR,27487375.0,27487455.0,27487372.0,463.8928171403542,0.0,1.0,1.0,0.0
397,E145,BLR,27485920.0,27485985.0,27485920.0,463.8928171403542,0.0,1.0,1.0,0.0
398,E145,BLR,27484495.0,27484575.0,27484503.0,463.8928171403542,0.0,1.0,1.0,0.0
399,E145,BLR,27483055.0,27483135.0,27483059.0,463.8928171403542,0.0,1.0,1.0,0.0
400,E145,BLR,27481600.0,27481665.0,27481749.0,463.8928171403542,0.0,1.0,1.0,0.0
401,E145,BLR,27480175.0,27480255.0,27480186.0,463.8928171403542,0.0,1.0,1.0,0.0
402,E145,BLR,27478720.0,27478785.0,27478718.0,463.8928171403542,0.0,1.0,1.0,0.0
403,E145,BLR,27477295.0,27477375.0,27477328.0,463.8928171403542,0.0,1.0,1.0,0.0
404,E145,BLR,27475840.0,27475905.0,27475821.0,463.8928171403542,0.0,1.0,1.0,0.0
405,E145,BLR,27474415.0,27474495.0,27474438.0,463.8928171403542,0.0,1.0,1.0,0.0
406,E145,BLR,27472975.0,27473055.0,27472960.0,463.8928171403542,0.0,1.0,1.0,0.0
407,E145,BLR,27471520.0,27471585.0,27471528.0,463.8928171403542,0.0,1.0,1.0,0.0
408,E145,BLR,27470095.0,27470175.0,27470090.0,463.8928171403542,0.0,1.0,1.0,0.0
409,E145,BLR,27468640.0,27468705.0,27468699.0,463.8928171403542,0.0,1.0,1.0,0.0
410,E145,BLR,27467215.0,27467295.0,27467252.0,463.8928171403542,0.0,1.0,1.0,0.0
411,E145,BLR,27465760.0,27465825.0,27465761.0,463.8928171403542,0.0,1.0,1.0,0.0
412,E145,BLR,27461440.0,27461505.0,27461422.0,463.8928171403542,0.0,1.0,1.0,0.0
413,E145,BLR,27460015.0,27460095.0,27460011.0,463.8928171403542,0.0,1.0,1.0,0.0
414,E145,BLR,27458560.0,27458625.0,27458560.0,463.8928171403542,0.0,1.0,1.0,0.0
415,E145,BLR,27457135.0,27457215.0,27457162.0,463.8928171403542,0.0,1.0,1.0,0.0
416,E145,BLR,27455680.0,27455745.0,27455666.0,463.8928171403542,0.0,1.0,1.0,0.0
417,E145,BLR,27454255.0,27454335.0,27454278.0,463.8928171403542,0.0,1.0,1.0,0.0
418,E145,BLR,27452815.0,27452895.0,27452816.0,463.8928171403542,0.0,1.0,1.0,0.0
419,E145,BLR,27451360.0,27451425.0,27451355.0,463.8928171403542,0.0,1.0,1.0,0.0
420,E145,BLR,27449935.0,27450015.0,27449921.0,463.8928171403542,0.0,1.0,1.0,0.0
421,E145,BLR,27448480.0,27448545.0,27448480.0,463.8928171403542,0.0,1.0,1.0,0.0
422,E145,BLR,27447055.0,27447135.0,27447065.0,463.8928171403542,0.0,1.0,1.0,0.0
423,E145,BLR,27445600.0,27445665.0,27445630.0,463.8928171403542,0.0,1.0,1.0,0.0
424,E145,BLR,27444175.0,27444255.0,27444185.0,463.8928171403542,0.0,1.0,1.0,0.0
425,E145,BLR,27442735.0,27442815.0,27442743.0,463.8928171403542,0.0,1.0,1.0,0.0
426,E145,BLR,27441280.0,27441345.0,27441273.0,463.8928171403542,0.0,1.0,1.0,0.0
427,E145,BLR,27439855.0,27439935.0,27439972.0,463.8928171403542,0.0,1.0,1.0,0.0
428,E145,BLR,27438400.0,27438465.0,27438401.0,463.8928171403542,0.0,1.0,1.0,0.0
429,E145,BLR,27436975.0,27437055.0,27436971.0,463.8928171403542,0.0,1.0,1.0,0.0
430,E145,BLR,27435520.0,27435585.0,27435507.0,463.8928171403542,0.0,1.0,1.0,0.0
431,E145,BLR,27434095.0,27434175.0,27434141.0,463.8928171403542,0.0,1.0,1.0,0.0
432,E145,BLR,27432655.0,27432735.0,27432691.0,463.8928171403542,0.0,1.0,1.0,0.0
433,E145,BLR,27431200.0,27431265.0,27431190.0,463.8928171403542,0.0,1.0,1.0,0.0
434,E145,BLR,27428320.0,27428385.0,27428333.0,463.8928171403542,0.0,1.0,1.0,0.0
435,E145,BLR,27426895.0,27426975.0,27426876.0,463.8928171403542,0.0,1.0,1.0,0.0
436,E145,BLR,27425440.0,27425505.0,27425435.0,463.8928171403542,0.0,1.0,1.0,0.0
437,E145,BLR,27424015.0,27424095.0,27424019.0,463.8928171403542,0.0,1.0,1.0,0.0
438,E145,BLR,27422575.0,27422655.0,27422572.0,463.8928171403542,0.0,1.0,1.0,0.0
439,E145,BLR,27421120.0,27421185.0,27421122.0,463.8928171403542,0.0,1.0,1.0,0.0
440,E145,BLR,27419378.0,27419376.0,27419318.0,463.8928171403542,0.0,1.0,1.0,0.0
441,E145,BLR,27418028.0,27418026.0,27417972.0,463.8928171403542,0.0,1.0,1.0,0.0
442,E145,BLR,27416801.0,27416799.0,27416749.0,463.8928171403542,0.0,1.0,1.0,0.0
443,E145,BLR,27415360.0,27415425.0,27415346.0,463.8928171403542,0.0,1.0,1.0,0.0
444,E145,BLR,27413935.0,27414015.0,27413936.0,463.8928171403542,0.0,1.0,1.0,0.0
445,E145,BLR,27412495.0,27412575.0,27412516.0,463.8928171403542,0.0,1.0,1.0,0.0
446,E145,BLR,27411040.0,27411105.0,27411030.0,463.8928171403542,0.0,1.0,1.0,0.0
447,E145,BLR,27409615.0,27409695.0,27409617.0,463.8928171403542,0.0,1.0,1.0,0.0
448,E145,BLR,27408160.0,27408225.0,27408157.0,463.8928171403542,0.0,1.0,1.0,0.0
449,E145,BLR,27406735.0,27406815.0,27406724.0,463.8928171403542,0.0,1.0,1.0,0.0
450,E145,BLR,27405280.0,27405345.0,27405270.0,463.8928171403542,0.0,1.0,1.0,0.0
451,E145,BLR,27403855.0,27403935.0,27403844.0,463.8928171403542,0.0,1.0,1.0,0.0
452,E145,BLR,27402415.0,27402495.0,27402433.0,463.8928171403542,0.0,1.0,1.0,0.0
453,E145,BLR,27400960.0,27401025.0,27400941.0,463.8928171403542,0.0,1.0,1.0,0.0
454,E145,BLR,27399535.0,27399615.0,27399527.0,463.8928171403542,0.0,1.0,1.0,0.0
455,E145,BLR,27398080.0,27398145.0,27398064.0,463.8928171403542,0.0,1.0,1.0,0.0
456,E145,BLR,27396655.0,27396735.0,27396659.0,463.8928171403542,0.0,1.0,1.0,0.0
457,E145,BLR,27395200.0,27395265.0,27395248.0,463.8928171403542,0.0,1.0,1.0,0.0
458,E145,BLR,27393775.0,27393855.0,27393790.0,463.8928171403542,0.0,1.0,1.0,0.0
459,E145,BLR,27392335.0,27392415.0,27392369.0,463.8928171403542,0.0,1.0,1.0,0.0
460,E145,BLR,27390880.0,27390945.0,27390930.0,463.8928171403542,0.0,1.0,1.0,0.0
461,AT76,BLR,27914940.0,27915025.0,27914942.0,463.8928171403542,1.0,0.0,1.0,0.0
462,AT76,BLR,27913500.0,27913585.0,27913512.0,463.8928171403542,1.0,0.0,1.0,0.0
463,AT76,BLR,27912060.0,27912145.0,27912056.0,463.8928171403542,1.0,0.0,1.0,0.0
464,AT76,BLR,27910620.0,27910705.0,27910650.0,463.8928171403542,1.0,0.0,1.0,0.0
465,AT76,BLR,27909180.0,27909265.0,27909202.0,463.8928171403542,1.0,0.0,1.0,0.0
466,AT76,BLR,27907740.0,27907825.0,27907742.0,463.8928171403542,1.0,0.0,1.0,0.0
467,AT76,BLR,27906300.0,27906385.0,27906299.0,463.8928171403542,1.0,0.0,1.0,0.0
468,AT76,BLR,27904860.0,27904945.0,27904892.0,463.8928171403542,1.0,0.0,1.0,0.0
469,AT76,BLR,27903420.0,27903505.0,27903429.0,463.8928171403542,1.0,0.0,1.0,0.0
470,AT76,BLR,27901980.0,27902065.0,27902180.0,463.8928171403542,1.0,0.0,1.0,0.0
471,AT76,BLR,27900540.0,27900625.0,27900600.0,463.8928171403542,1.0,0.0,1.0,0.0
472,AT76,BLR,27899100.0,27899185.0,27899116.0,463.8928171403542,1.0,0.0,1.0,0.0
473,AT76,BLR,27897660.0,27897745.0,27897706.0,463.8928171403542,1.0,0.0,1.0,0.0
474,AT76,BLR,27896220.0,27896305.0,27896206.0,463.8928171403542,1.0,0.0,1.0,0.0
475,AT76,BLR,27894780.0,27894865.0,27894842.0,463.8928171403542,1.0,0.0,1.0,0.0
476,AT76,BLR,27893340.0,27893425.0,27893342.0,463.8928171403542,1.0,0.0,1.0,0.0
477,AT76,BLR,27891900.0,27891985.0,27891897.0,463.8928171403542,1.0,0.0,1.0,0.0
478,AT76,BLR,27890460.0,27890545.0,27890461.0,463.8928171403542,1.0,0.0,1.0,0.0
479,AT76,BLR,27889020.0,27889105.0,27889241.0,463.8928171403542,1.0,0.0,1.0,0.0
480,AT76,BLR,27887580.0,27887665.0,27887610.0,463.8928171403542,1.0,0.0,1.0,0.0
481,AT76,BLR,27886140.0,27886225.0,27886149.0,463.8928171403542,1.0,0.0,1.0,0.0
482,AT76,BLR,27884700.0,27884785.0,27884724.0,463.8928171403542,1.0,0.0,1.0,0.0
483,AT76,BLR,27883260.0,27883345.0,27883291.0,463.8928171403542,1.0,0.0,1.0,0.0
484,AT76,BLR,27881820.0,27881905.0,27881819.0,463.8928171403542,1.0,0.0,1.0,0.0
485,AT76,BLR,27880380.0,27880465.0,27880380.0,463.8928171403542,1.0,0.0,1.0,0.0
486,AT76,BLR,27878940.0,27879025.0,27878941.0,463.8928171403542,1.0,0.0,1.0,0.0
487,AT76,BLR,27877500.0,27877585.0,27877501.0,463.8928171403542,1.0,0.0,1.0,0.0
488,AT76,BLR,27876060.0,27876145.0,27876061.0,463.8928171403542,1.0,0.0,1.0,0.0
489,AT76,BLR,27874620.0,27874705.0,27874613.0,463.8928171403542,1.0,0.0,1.0,0.0
490,AT76,BLR,27873180.0,27873265.0,27873176.0,463.8928171403542,1.0,0.0,1.0,0.0
491,AT76,BLR,27871740.0,27871825.0,27871759.0,463.8928171403542,1.0,0.0,1.0,0.0
492,AT76,BLR,27870300.0,27870385.0,27870468.0,463.8928171403542,1.0,0.0,1.0,0.0
493,AT76,BLR,27868860.0,27868945.0,27869011.0,463.8928171403542,1.0,0.0,1.0,0.0
494,AT76,BLR,27867420.0,27867505.0,27867441.0,463.8928171403542,1.0,0.0,1.0,0.0
495,AT76,BLR,27865980.0,27866065.0,27865970.0,463.8928171403542,1.0,0.0,1.0,0.0
496,AT76,BLR,27864540.0,27864625.0,27864543.0,463.8928171403542,1.0,0.0,1.0,0.0
497,AT76,BLR,27863100.0,27863185.0,27863099.0,463.8928171403542,1.0,0.0,1.0,0.0
498,AT76,BLR,27861660.0,27861745.0,27861664.0,463.8928171403542,1.0,0.0,1.0,0.0
499,AT76,BLR,27860220.0,27860305.0,27860230.0,463.8928171403542,1.0,0.0,1.0,0.0
500,AT76,BLR,27858780.0,27858865.0,27858995.0,463.8928171403542,1.0,0.0,1.0,0.0
501,AT76,BLR,27857340.0,27857425.0,27857366.0,463.8928171403542,1.0,0.0,1.0,0.0
502,AT76,BLR,27855900.0,27855985.0,27855913.0,463.8928171403542,1.0,0.0,1.0,0.0
503,AT76,BLR,27854460.0,27854545.0,27854446.0,463.8928171403542,1.0,0.0,1.0,0.0
504,AT76,BLR,27853020.0,27853105.0,27853026.0,463.8928171403542,1.0,0.0,1.0,0.0
505,AT76,BLR,27851580.0,27851665.0,27851580.0,463.8928171403542,1.0,0.0,1.0,0.0
506,AT76,BLR,27850140.0,27850225.0,27850133.0,463.8928171403542,1.0,0.0,1.0,0.0
507,AT76,BLR,27848700.0,27848785.0,27848695.0,463.8928171403542,1.0,0.0,1.0,0.0
508,AT76,BLR,27847260.0,27847345.0,27847288.0,463.8928171403542,1.0,0.0,1.0,0.0
509,AT76,BLR,27845820.0,27845905.0,27845820.0,463.8928171403542,1.0,0.0,1.0,0.0
510,AT76,BLR,27844380.0,27844465.0,27844379.0,463.8928171403542,1.0,0.0,1.0,0.0
511,AT76,BLR,27842940.0,27843025.0,27842936.0,463.8928171403542,1.0,0.0,1.0,0.0
512,AT76,BLR,27841500.0,27841585.0,27841505.0,463.8928171403542,1.0,0.0,1.0,0.0
513,AT76,BLR,27840060.0,27840145.0,27840064.0,463.8928171403542,1.0,0.0,1.0,0.0
514,AT76,BLR,27838620.0,27838705.0,27838668.0,463.8928171403542,1.0,0.0,1.0,0.0
515,AT76,BLR,27837180.0,27837265.0,27837203.0,463.8928171403542,1.0,0.0,1.0,0.0
516,AT76,BLR,27835740.0,27835825.0,27835745.0,463.8928171403542,1.0,0.0,1.0,0.0
517,AT76,BLR,27834300.0,27834385.0,27834308.0,463.8928171403542,1.0,0.0,1.0,0.0
518,AT76,BLR,27832860.0,27832945.0,27832866.0,463.8928171403542,1.0,0.0,1.0,0.0
519,AT76,BLR,27831420.0,27831505.0,27831441.0,463.8928171403542,1.0,0.0,1.0,0.0
520,AT76,BLR,27829980.0,27830065.0,27830172.0,463.8928171403542,1.0,0.0,1.0,0.0
521,AT76,BLR,27828540.0,27828625.0,27828544.0,463.8928171403542,1.0,0.0,1.0,0.0
522,AT76,BLR,27827100.0,27827185.0,27827102.0,463.8928171403542,1.0,0.0,1.0,0.0
523,AT76,BLR,27825660.0,27825745.0,27825669.0,463.8928171403542,1.0,0.0,1.0,0.0
524,AT76,BLR,27824220.0,27824305.0,27824256.0,463.8928171403542,1.0,0.0,1.0,0.0
525,AT76,BLR,27822780.0,27822865.0,27822776.0,463.8928171403542,1.0,0.0,1.0,0.0
526,AT76,BLR,27821340.0,27821425.0,27821354.0,463.8928171403542,1.0,0.0,1.0,0.0
527,AT76,BLR,27819900.0,27819985.0,27819896.0,463.8928171403542,1.0,0.0,1.0,0.0
528,AT76,BLR,27818460.0,27818545.0,27818456.0,463.8928171403542,1.0,0.0,1.0,0.0
529,AT76,BLR,27817020.0,27817105.0,27817033.0,463.8928171403542,1.0,0.0,1.0,0.0
530,AT76,BLR,27815580.0,27815665.0,27815586.0,463.8928171403542,1.0,0.0,1.0,0.0
531,AT76,BLR,27814140.0,27814225.0,27814160.0,463.8928171403542,1.0,0.0,1.0,0.0
532,AT76,BLR,27812700.0,27812785.0,27812702.0,463.8928171403542,1.0,0.0,1.0,0.0
533,AT76,BLR,27811260.0,27811345.0,27811284.0,463.8928171403542,1.0,0.0,1.0,0.0
534,AT76,BLR,27809820.0,27809905.0,27809847.0,463.8928171403542,1.0,0.0,1.0,0.0
535,AT76,BLR,27808380.0,27808465.0,27808566.0,463.8928171403542,1.0,0.0,1.0,0.0
536,AT76,BLR,27806940.0,27807025.0,27806949.0,463.8928171403542,1.0,0.0,1.0,0.0
537,AT76,BLR,27805500.0,27805585.0,27805506.0,463.8928171403542,1.0,0.0,1.0,0.0
538,AT76,BLR,27804060.0,27804145.0,27804063.0,463.8928171403542,1.0,0.0,1.0,0.0
539,AT76,BLR,27802620.0,27802705.0,27802651.0,463.8928171403542,1.0,0.0,1.0,0.0
